volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol
-1.6969458006965177,0.7511839860062303,-0.9257791726814164,-1.2795971390271874,-0.4433502480535278,-0.6401570626718918,0.03887763991571531,1.7973211466629806,-1.7477374726840895
0.2895442315836659,-1.3038653373416504,-0.6845860106519411,-0.7254629662338462,-1.1990112619772746,-1.1347809509492204,1.0807768805891553,0.31257759072399693,-0.9071167341517401
-0.13183244193031224,-0.06001969426267004,-0.4433928486224658,-0.5743354645629348,-1.3069628353949525,-0.7461478958741764,-0.4820719804210031,-0.07814439768099923,-1.2223495111013716
0.04875756100425009,-0.005939448911409981,-0.4433928486224658,0.9873153860364806,0.09640761903486272,1.020365990830569,-1.2262857237591744,-0.5470107837669946,-1.0121943264682833
-0.011439106640604017,0.6430234953037102,-1.0463757536961542,0.7354362165849617,-1.0910596885595965,-0.8874690068105561,-0.8541788520900871,-0.9377327721719899,-1.0121943264682833
-0.3124224448648746,0.04814079643985008,-0.08160310557825298,-1.3299729729174912,-0.11949552780049348,-0.534166229469607,-1.0030216007577215,1.2503103628959868,0.8792023352295
0.891510908032207,0.6971037406549702,-0.5639894296372036,-1.3803488068077945,-0.9831081151419183,-0.922799284544651,-1.0774429750915402,-1.328454760576986,-0.3817287725690222
-0.5532091154442906,0.9675049674112702,-0.5639894296372036,0.18130204379162096,-0.659253394888884,-0.7461478958741764,-0.25880785741955326,-0.7032995791289922,-0.9071167341517401
-0.9745857889582691,0.21038153249362995,-0.9257791726814164,-0.07057712565989788,2.1474875139707468,0.9497054353623792,0.9319341319215211,-1.0940215675339884,-1.0121943264682833
0.16915089629395832,-1.1957048466391302,-0.20219968659299023,1.894080396061947,-0.11949552780049348,0.45508154708505044,-0.7797574777562716,-0.31257759072399693,0.5639695582798703
-0.13183244193031224,-0.7630628838290502,-0.6845860106519411,4.866254595589868,-0.9831081151419183,-0.7814781736082713,-0.25880785741955326,1.7973211466629806,-0.5918839572021086
